blueScore,804,44,883,101,true
orangeScore,1038,44,1110,101,true
bluePlayer1,21,20,226,42,true
bluePlayer2,21,66,226,90,true
bluePlayer3,21,112,226,134,true
orangePlayer1,1671,20,1896,42,true
orangePlayer2,1671,66,1896,90,true
orangePlayer3,1671,112,1896,134,true
